field_id,crop,variety,soil_type,planting_date,harvest_date,fertilizer_kg_ha,pesticide_l_ha,yield_kg_ha
64,Cotton,C,loam,2001-09-11,2001-12-14,136.46,18.52,2575.65
51,Cotton,B,clay,2016-07-22,2016-12-06,94.57,10.89,2595.65
44,Paddy,C,clay,2021-02-05,2021-05-16,142.87,3.91,5601.64
28,Maize,A,loam,2008-07-07,2008-11-26,122.62,14.24,4784.53
1,Cotton,B,loam,2001-10-06,2002-01-28,118.6,33.47,2360.59
125,Jowar,A,sandy,2018-01-25,2018-05-20,155.23,0.97,3813.86
37,Paddy,C,loam,2000-05-11,2000-09-11,166.23,38.16,5912.09
75,Paddy,B,loam,2011-07-03,2011-11-11,193.5,7.26,6861.89
14,Paddy,A,loam,2017-02-02,2017-05-23,154.1,32.22,7664.25
158,Maize,A,clay,2006-10-07,2007-03-01,166.83,26.93,5618.02
194,Maize,A,sandy,2005-08-04,2005-12-23,165.1,48.65,5739.97
128,Paddy,A,clay,1999-01-26,1999-05-21,73.95,19.1,4595.98
115,Maize,A,loam,2013-08-30,2014-01-02,133.59,41.72,5083.54
108,Paddy,B,clay,2021-08-10,2021-11-14,182.73,17.0,5885.21
35,Maize,B,clay,2015-08-27,2015-12-26,126.88,40.56,4837.18
84,Paddy,B,sandy,2011-10-27,2012-03-14,167.22,9.48,5900.75
2,Jowar,C,sandy,2003-01-03,2003-04-10,98.71,15.92,2770.25
105,Cotton,A,loam,2010-02-26,2010-06-10,69.29,49.71,2523.43
24,Jowar,C,loam,2005-12-01,2006-03-13,196.71,43.81,3848.81
55,Jowar,A,clay,1999-09-24,2000-01-05,133.1,43.94,3246.22
37,Paddy,A,loam,2005-04-11,2005-07-29,102.94,30.5,6234.42
22,Jowar,B,loam,2016-06-06,2016-10-01,174.07,16.12,3143.6
191,Jowar,C,clay,2017-10-29,2018-03-28,141.15,37.87,2427.97
111,Maize,C,sandy,2008-12-06,2009-03-28,162.95,22.09,4751.41
44,Cotton,B,sandy,2016-04-04,2016-07-15,114.26,2.07,2730.39
3,Paddy,A,clay,2006-08-23,2007-01-18,182.86,39.37,7693.22
132,Jowar,B,loam,2007-10-05,2008-02-28,139.5,26.39,3356.48
179,Paddy,B,clay,2023-06-09,2023-09-13,132.74,22.31,5272.97
192,Maize,B,clay,2005-04-12,2005-08-04,120.69,40.74,5180.74
183,Cotton,B,loam,2023-12-03,2024-04-26,179.39,12.91,2588.17
31,Jowar,B,loam,2010-02-27,2010-06-01,120.56,32.36,3176.4
183,Jowar,A,clay,2003-05-31,2003-09-14,96.95,12.74,2940.99
132,Cotton,A,sandy,2005-03-12,2005-06-19,52.36,8.22,1980.18
177,Cotton,C,loam,2018-06-09,2018-09-15,94.99,0.66,2640.23
63,Maize,C,clay,2016-12-29,2017-04-29,170.4,39.13,5042.22
38,Maize,B,sandy,2013-06-07,2013-10-01,87.59,7.99,4088.62
176,Jowar,C,loam,2011-03-03,2011-07-10,103.32,47.55,2939.66
45,Paddy,A,clay,2011-12-16,2012-04-10,74.49,34.5,6796.46
168,Jowar,A,clay,2019-12-30,2020-04-10,173.37,38.96,3333.11
170,Cotton,A,sandy,2009-10-12,2010-01-17,93.3,31.8,2137.74
194,Jowar,B,clay,2017-05-20,2017-09-21,155.28,36.41,2947.2
102,Cotton,B,sandy,2019-03-12,2019-07-14,50.61,35.95,2549.67
85,Cotton,C,sandy,2006-09-11,2007-01-29,167.29,42.72,2842.47
59,Paddy,B,clay,2020-11-08,2021-03-09,175.92,24.51,6975.34
43,Jowar,B,sandy,2000-04-10,2000-07-25,134.77,46.0,2555.81
94,Cotton,B,sandy,2014-07-01,2014-10-26,134.11,25.6,2328.66
51,Jowar,B,clay,2002-11-14,2003-02-20,53.5,35.26,2581.27
118,Cotton,A,sandy,2010-06-29,2010-10-27,143.77,33.97,2293.46
93,Jowar,C,sandy,2016-11-17,2017-03-20,135.93,18.33,2881.72
143,Maize,B,loam,2020-05-29,2020-08-30,151.31,42.9,4709.08
57,Cotton,C,loam,2021-11-24,2022-03-04,121.28,38.13,2631.37
195,Jowar,C,sandy,2000-12-08,2001-04-05,71.64,13.09,2288.61
6,Paddy,B,clay,1999-05-05,1999-08-18,96.89,48.59,5994.37
152,Jowar,B,loam,2011-12-28,2012-04-01,142.54,36.69,2968.02
175,Paddy,C,sandy,2002-04-06,2002-07-23,166.03,46.29,5756.72
20,Maize,C,loam,2012-08-10,2012-12-04,89.25,41.53,4638.73
1,Cotton,A,clay,2019-10-31,2020-03-05,183.52,41.03,2499.99
24,Jowar,B,loam,2002-03-18,2002-06-30,140.41,36.96,2749.91
146,Cotton,A,loam,2013-09-08,2013-12-18,59.54,19.78,2677.02
68,Jowar,A,clay,2006-05-10,2006-09-02,131.36,25.18,2706.62
101,Paddy,A,clay,2003-03-08,2003-07-25,122.86,19.05,5982.66
162,Cotton,C,sandy,2022-02-12,2022-06-12,155.12,27.12,2410.02
138,Jowar,B,loam,2006-10-29,2007-02-09,133.2,29.19,3253.25
27,Cotton,A,loam,2003-03-25,2003-07-28,117.95,33.15,2512.39
131,Cotton,A,sandy,2011-02-25,2011-06-22,169.05,22.79,2410.22
19,Maize,B,loam,1999-05-17,1999-10-05,174.39,34.63,5352.81
171,Maize,B,sandy,2009-02-08,2009-07-06,163.31,12.03,4846.88
145,Paddy,A,loam,2005-10-25,2006-02-18,146.49,20.66,5752.35
20,Jowar,C,loam,2011-02-02,2011-06-27,133.38,40.11,3119.96
178,Maize,A,clay,2002-11-25,2003-03-14,111.43,42.26,4560.89
124,Maize,A,sandy,2022-12-13,2023-03-15,98.98,34.24,3171.68
176,Paddy,A,loam,2006-03-10,2006-07-06,104.69,30.5,5178.99
106,Paddy,A,sandy,2007-05-02,2007-09-16,147.87,22.57,6249.5
81,Jowar,A,sandy,2014-06-13,2014-10-21,152.37,41.05,3137.96
28,Cotton,B,loam,2004-04-06,2004-08-05,64.1,43.95,2101.63
177,Jowar,B,clay,2017-01-10,2017-04-24,122.86,23.58,2181.7
47,Maize,C,loam,1999-04-09,1999-07-14,110.86,14.82,4494.2
70,Cotton,C,clay,2011-04-09,2011-09-06,188.24,27.04,2837.14
112,Paddy,A,sandy,2001-06-25,2001-10-05,117.38,43.27,6851.72
127,Jowar,C,sandy,2006-05-31,2006-10-23,184.81,6.92,2721.46
119,Maize,C,clay,2014-02-01,2014-05-27,129.25,44.52,6046.83
160,Paddy,C,clay,2022-09-23,2023-01-26,133.0,36.82,5426.03
160,Maize,C,sandy,1998-05-26,1998-08-27,138.56,13.53,5937.78
60,Maize,B,loam,2019-01-17,2019-04-18,57.31,14.37,5534.57
100,Cotton,C,sandy,2015-05-05,2015-09-05,114.84,36.83,2612.62
106,Paddy,A,loam,2019-02-01,2019-06-08,136.81,24.56,5416.19
170,Jowar,C,clay,2009-10-03,2010-02-24,55.21,10.94,2226.07
122,Maize,C,sandy,2021-05-16,2021-08-28,172.98,26.89,4866.96
179,Jowar,A,loam,2023-02-22,2023-05-30,103.3,40.28,3087.41
178,Cotton,C,clay,2020-06-04,2020-10-04,108.28,15.56,2137.27
55,Cotton,C,sandy,2000-01-31,2000-05-24,68.01,46.34,1488.82
11,Paddy,C,sandy,2017-02-25,2017-06-28,194.99,8.23,6088.3
90,Cotton,A,clay,2002-02-11,2002-06-13,77.67,43.72,2767.9
70,Jowar,C,loam,2023-12-10,2024-03-18,176.24,30.48,2911.2
90,Jowar,C,clay,2008-10-28,2009-02-10,133.77,19.14,2585.38
188,Paddy,B,clay,2006-11-12,2007-02-17,85.39,25.83,7421.68
132,Cotton,B,sandy,2019-06-09,2019-09-23,163.08,28.18,2419.0
81,Cotton,B,loam,1999-06-04,1999-09-04,160.36,3.14,2554.64
192,Jowar,B,loam,2012-03-16,2012-06-27,151.46,16.84,2654.31
166,Cotton,C,clay,2022-05-25,2022-09-13,78.0,41.48,2009.4
157,Cotton,A,sandy,2022-06-18,2022-10-30,51.02,39.98,2679.23
115,Paddy,B,loam,2004-02-19,2004-07-08,89.75,12.4,5000.72
114,Maize,A,sandy,2009-06-07,2009-09-11,124.86,18.09,5425.39
8,Paddy,C,clay,2022-09-10,2023-01-02,87.14,42.28,4606.82
40,Paddy,A,loam,2019-05-28,2019-10-04,108.09,42.42,6812.58
145,Paddy,B,loam,2004-06-27,2004-11-14,50.93,31.87,6040.34
128,Paddy,C,loam,2002-01-04,2002-05-27,173.42,18.53,6220.2
118,Jowar,C,sandy,2018-01-07,2018-05-19,128.98,40.02,2545.57
69,Cotton,A,loam,2014-01-30,2014-05-07,155.91,30.9,2760.87
160,Maize,C,loam,2022-07-03,2022-11-30,134.2,3.23,5225.4
140,Maize,B,clay,2022-09-09,2022-12-25,147.96,44.76,4922.38
114,Cotton,C,loam,2010-09-12,2010-12-22,112.44,1.39,2511.78
193,Cotton,C,sandy,2003-05-28,2003-10-01,172.57,34.39,2367.53
155,Maize,C,sandy,2009-05-20,2009-10-08,94.24,10.05,3444.76
97,Cotton,A,loam,2023-01-09,2023-05-16,111.29,44.53,2105.47
139,Cotton,B,sandy,2007-03-01,2007-06-04,127.4,29.49,2417.8
101,Jowar,C,sandy,2001-09-04,2001-12-04,143.72,31.59,2191.23
182,Paddy,C,sandy,2021-03-31,2021-08-01,123.86,24.81,6073.41
59,Cotton,A,sandy,2023-10-01,2024-01-10,79.58,41.82,2500.25
127,Jowar,A,sandy,2021-10-11,2022-01-11,106.87,1.21,2027.55
124,Maize,A,clay,2023-07-25,2023-11-07,95.25,24.69,3856.85
121,Jowar,A,clay,2007-04-14,2007-07-31,122.33,47.84,2451.05
70,Cotton,B,sandy,2014-01-30,2014-06-20,118.96,15.03,2179.91
86,Paddy,B,loam,2008-08-18,2008-11-18,183.05,5.66,5154.88
74,Cotton,A,loam,2008-10-07,2009-02-03,160.06,40.26,2573.8
16,Cotton,C,clay,2003-05-28,2003-09-14,195.91,49.28,2425.78
38,Cotton,A,loam,2009-10-02,2010-01-12,100.52,3.73,2304.75
48,Jowar,C,clay,2000-01-31,2000-05-03,197.55,21.81,3070.73
6,Maize,B,loam,2012-05-31,2012-10-28,100.58,2.53,4828.62
177,Jowar,A,clay,2014-11-21,2015-03-13,56.78,44.34,2618.17
100,Jowar,B,clay,2021-10-18,2022-01-24,97.49,32.19,3918.97
181,Paddy,C,loam,2004-08-27,2005-01-14,58.74,39.86,6951.04
31,Paddy,C,clay,2018-12-09,2019-05-04,156.34,35.01,5252.47
180,Cotton,A,sandy,2022-10-31,2023-03-01,155.48,34.98,2252.81
144,Maize,C,clay,2003-02-01,2003-06-30,95.69,8.98,5013.01
149,Cotton,B,clay,2013-03-21,2013-06-23,90.87,28.57,1483.28
102,Cotton,C,sandy,2005-01-19,2005-05-15,168.52,1.72,2294.39
114,Paddy,B,loam,2021-10-12,2022-01-29,65.42,42.63,6113.39
85,Cotton,C,loam,2004-05-27,2004-10-18,52.34,39.75,2967.09
189,Maize,C,loam,2012-05-13,2012-09-16,110.32,43.22,4942.14
116,Maize,B,clay,2003-01-25,2003-05-07,67.76,32.42,4930.0
122,Jowar,B,clay,2014-02-04,2014-06-17,157.82,18.94,2976.88
27,Jowar,B,clay,1999-07-14,1999-11-09,139.12,7.71,2733.19
89,Paddy,C,loam,2007-07-16,2007-11-02,175.24,5.81,5918.55
51,Jowar,A,sandy,2015-07-31,2015-11-07,81.59,33.66,2517.05
150,Maize,B,clay,2010-02-08,2010-05-26,138.37,17.31,3894.35
71,Paddy,A,sandy,2008-11-12,2009-04-03,80.29,43.73,5272.5
93,Paddy,B,loam,2011-09-12,2011-12-27,82.15,30.68,6396.41
167,Jowar,A,clay,2017-08-16,2018-01-10,137.96,37.93,3102.85
90,Maize,A,loam,2009-08-06,2009-12-07,118.8,27.32,4868.28
149,Maize,A,loam,2001-03-14,2001-06-24,65.82,8.6,4606.03
48,Paddy,B,clay,2018-03-05,2018-07-09,60.64,31.79,5736.58
55,Paddy,C,loam,2017-02-19,2017-06-26,157.69,49.87,5569.99
18,Maize,A,clay,2014-02-18,2014-06-30,188.73,41.6,4778.26
183,Jowar,C,loam,2007-11-08,2008-02-24,102.35,37.84,3106.69
95,Paddy,A,loam,2005-07-26,2005-12-06,104.2,21.74,6279.96
154,Cotton,A,sandy,2008-07-20,2008-12-17,164.14,26.48,2718.75
14,Maize,B,sandy,2013-01-16,2013-06-13,182.4,35.07,5577.63
169,Paddy,C,clay,2012-04-28,2012-08-17,178.33,4.97,5585.92
76,Cotton,C,sandy,2001-03-02,2001-06-29,59.1,8.92,1569.44
156,Paddy,A,clay,2012-02-24,2012-07-12,107.16,31.75,6180.23
6,Cotton,A,clay,2020-03-10,2020-06-15,168.89,43.74,2651.26
139,Maize,C,sandy,2009-07-14,2009-10-30,153.81,3.92,4451.61
47,Cotton,C,clay,2011-09-23,2012-01-18,66.59,0.74,2158.33
84,Maize,B,sandy,2010-05-15,2010-10-08,86.1,2.74,5303.67
2,Cotton,A,loam,2005-01-21,2005-05-30,199.97,11.85,3211.54
28,Paddy,B,sandy,1998-10-25,1999-02-12,125.99,40.03,5967.36
83,Cotton,B,loam,2023-12-09,2024-05-07,83.5,34.98,3439.94
35,Maize,A,clay,2021-06-18,2021-11-15,75.88,12.12,4845.33
105,Jowar,A,clay,2014-05-13,2014-08-12,185.13,14.7,3562.91
113,Maize,B,sandy,2001-05-08,2001-09-21,50.96,20.04,5477.01
85,Paddy,C,sandy,2016-12-03,2017-04-04,127.67,41.43,6036.34
153,Jowar,A,loam,2006-10-06,2007-01-28,157.3,19.51,2896.49
79,Cotton,A,clay,2018-02-03,2018-06-02,198.94,1.15,2713.26
64,Paddy,C,sandy,2004-05-19,2004-08-22,74.55,32.69,5519.25
170,Cotton,B,sandy,2014-05-06,2014-09-27,165.17,2.13,2839.05
148,Jowar,C,loam,2004-11-09,2005-03-31,115.1,7.81,2692.19
1,Jowar,B,sandy,2001-07-15,2001-11-18,139.77,48.7,3181.86
103,Cotton,B,loam,2009-11-29,2010-03-30,175.69,3.96,2994.95
124,Cotton,C,loam,2003-01-18,2003-05-30,86.76,14.74,2898.92
22,Cotton,A,clay,2006-01-12,2006-06-02,186.61,35.19,2489.03
18,Cotton,B,clay,2006-04-22,2006-08-25,79.18,26.13,2108.06
173,Cotton,C,clay,2019-07-26,2019-11-12,60.02,4.99,1886.11
3,Maize,A,loam,2022-09-26,2023-01-16,135.56,16.37,4329.93
8,Maize,C,clay,2014-06-20,2014-10-22,137.1,36.71,4908.21
10,Jowar,A,loam,2005-01-01,2005-04-25,144.3,32.25,2651.71
179,Jowar,B,clay,2002-06-27,2002-11-16,129.58,12.69,3169.74
17,Maize,B,sandy,2007-10-28,2008-03-21,178.46,22.68,5133.35
71,Paddy,A,loam,2009-02-24,2009-06-16,184.62,42.94,7638.34
2,Maize,A,loam,2009-02-04,2009-05-10,183.62,37.89,5081.67
112,Jowar,A,clay,2009-01-16,2009-04-28,114.62,31.89,3093.68
10,Maize,B,loam,2005-04-11,2005-08-21,174.81,44.66,5939.34
77,Maize,C,clay,2000-09-16,2001-01-21,115.41,38.15,4797.58
190,Cotton,B,clay,1999-10-28,2000-02-03,56.76,47.33,2636.79
4,Maize,A,clay,2010-09-26,2010-12-26,125.5,14.89,5564.32
144,Cotton,C,sandy,2002-08-05,2002-11-09,82.77,27.68,1869.05
51,Cotton,A,clay,2005-06-04,2005-10-14,131.78,41.95,2636.51
189,Paddy,B,loam,2009-03-27,2009-06-30,164.41,33.27,6814.49
72,Jowar,B,clay,2019-11-26,2020-04-20,196.09,2.87,3588.28
75,Maize,A,sandy,2017-02-26,2017-06-06,177.04,42.72,4891.75
86,Cotton,C,loam,2003-12-11,2004-03-16,120.45,41.01,2912.48
147,Cotton,A,sandy,2004-09-29,2005-02-19,158.95,44.53,2706.32
44,Paddy,B,loam,2000-08-19,2001-01-08,100.84,46.11,6597.63
60,Maize,B,sandy,2005-08-27,2005-12-14,146.4,32.63,4950.38
186,Paddy,B,sandy,2014-04-23,2014-08-13,98.59,46.91,5178.77
84,Paddy,A,loam,2008-02-05,2008-06-28,165.58,21.58,5974.77
5,Cotton,B,loam,2002-03-19,2002-07-03,95.44,3.86,2610.88
110,Maize,C,loam,1998-12-31,1999-05-13,73.18,42.67,4763.85
145,Jowar,A,clay,2023-03-29,2023-07-09,56.64,4.32,2890.78
97,Maize,A,clay,2001-05-20,2001-10-02,96.25,16.5,4630.58
20,Jowar,A,clay,2022-05-22,2022-09-11,106.03,49.81,3049.96
41,Paddy,B,clay,2022-09-01,2023-01-12,133.6,40.21,5997.47
97,Cotton,A,loam,2016-01-21,2016-04-25,88.1,10.66,2268.7
173,Maize,B,loam,2018-03-08,2018-06-18,197.58,37.31,4705.65
138,Maize,A,clay,2002-01-27,2002-05-06,65.74,13.09,4989.83
7,Maize,B,sandy,2001-01-03,2001-04-09,159.88,26.38,4293.76
111,Jowar,C,clay,2009-09-08,2010-01-19,92.83,4.12,2164.0
63,Jowar,B,clay,2014-01-27,2014-06-17,77.24,7.87,2443.67
32,Maize,A,sandy,2022-01-12,2022-06-02,198.08,20.57,3967.14
120,Cotton,B,sandy,2010-06-08,2010-10-01,158.73,16.72,2639.24
113,Cotton,B,sandy,2013-07-25,2013-12-20,146.01,16.04,2354.73
55,Jowar,A,sandy,2012-11-03,2013-02-08,196.13,8.19,2471.75
80,Maize,A,clay,2018-06-05,2018-09-28,144.12,24.8,5414.33
119,Cotton,B,clay,2014-04-05,2014-07-28,107.11,20.84,2143.67
175,Paddy,A,loam,1999-11-24,2000-04-10,66.84,24.63,3976.41
12,Paddy,A,sandy,2023-10-14,2024-02-16,192.1,48.44,6037.73
72,Paddy,C,loam,1999-12-23,2000-04-29,152.66,23.86,6376.79
51,Cotton,C,loam,2017-07-06,2017-10-21,88.17,8.75,2414.42
11,Cotton,C,loam,2008-08-05,2008-12-10,132.99,35.05,2835.26
58,Paddy,A,clay,2004-09-17,2005-02-06,59.18,41.32,5127.96
110,Jowar,B,sandy,1998-01-06,1998-05-02,122.64,34.17,3394.73
130,Jowar,A,clay,2001-12-06,2002-04-17,186.81,4.9,3369.59
86,Jowar,C,sandy,1999-07-11,1999-10-24,110.88,32.01,2362.96
103,Jowar,A,clay,2003-12-01,2004-03-10,157.36,42.84,2899.9
137,Maize,B,sandy,2009-12-27,2010-04-24,131.14,42.93,5073.58
175,Maize,B,clay,2006-11-12,2007-02-10,96.52,34.97,4066.24
52,Jowar,B,clay,2015-08-10,2016-01-07,108.12,30.01,3014.96
43,Maize,C,clay,2022-12-12,2023-04-11,159.74,31.41,5123.35
154,Maize,C,sandy,2007-12-30,2008-05-22,162.76,10.59,4827.49
117,Jowar,C,sandy,2017-06-12,2017-10-19,199.14,35.16,3417.22
44,Maize,B,clay,1998-01-29,1998-04-29,152.72,34.19,4492.42
183,Jowar,C,clay,2020-04-05,2020-08-11,182.47,4.29,2510.17
47,Maize,C,clay,2022-10-25,2023-03-11,53.34,31.14,4276.88
22,Maize,B,loam,2019-03-18,2019-07-20,93.83,26.35,4921.18
4,Jowar,A,sandy,2018-08-30,2018-12-29,101.83,48.44,2700.44
123,Paddy,B,clay,2004-09-27,2005-02-01,124.75,1.94,4592.26
65,Paddy,A,sandy,2003-10-07,2004-01-25,110.99,25.29,6397.08
171,Jowar,B,clay,2001-05-25,2001-09-23,185.75,46.86,3640.3
176,Maize,C,sandy,2005-05-05,2005-08-11,185.54,0.65,4870.7
174,Paddy,B,clay,2008-05-19,2008-09-16,72.47,42.48,5710.81
98,Maize,B,loam,2014-08-24,2014-12-20,88.0,12.34,5322.11
103,Paddy,B,clay,2019-06-25,2019-09-29,54.23,38.64,5651.58
9,Jowar,B,sandy,2014-05-15,2014-09-27,85.66,46.17,3258.79
85,Maize,B,loam,2009-10-31,2010-03-26,115.39,2.92,4801.23
1,Jowar,C,sandy,2013-09-24,2014-02-16,83.76,31.77,3442.39
27,Maize,C,loam,2012-07-31,2012-12-12,69.62,8.6,4640.2
120,Maize,C,sandy,2008-03-18,2008-07-06,197.85,41.09,5674.05
141,Jowar,B,clay,2019-01-24,2019-06-01,181.88,16.85,2967.13
135,Maize,A,loam,2001-08-28,2001-12-19,154.23,21.03,4962.1
89,Jowar,B,sandy,2009-09-01,2010-01-18,155.23,9.24,2920.74
171,Cotton,C,clay,2015-04-14,2015-09-11,166.12,47.97,2358.01
132,Maize,A,loam,1998-05-03,1998-09-12,177.41,16.8,4844.61
111,Cotton,B,loam,2014-03-12,2014-06-22,183.65,25.0,3174.81
20,Maize,A,loam,2001-01-30,2001-05-05,93.61,39.5,4589.25
136,Maize,B,clay,2023-10-07,2024-03-04,179.88,46.51,4707.64
186,Jowar,C,clay,2016-05-27,2016-09-23,190.26,43.26,2898.44
154,Cotton,C,loam,2023-04-01,2023-07-03,103.97,35.4,2352.31
46,Maize,A,loam,2005-01-09,2005-05-04,170.15,29.53,4832.38
20,Maize,B,sandy,2001-01-14,2001-06-07,105.46,12.42,5024.09
96,Cotton,A,sandy,2010-04-18,2010-07-20,130.72,49.88,2054.64
186,Maize,A,sandy,2005-12-02,2006-03-23,61.19,39.19,4706.43
75,Paddy,C,sandy,2009-07-02,2009-10-10,128.56,12.15,5586.99
18,Cotton,C,clay,2017-12-09,2018-03-21,168.92,4.04,2437.95
183,Paddy,A,clay,2007-01-27,2007-05-23,107.05,49.14,5738.96
194,Paddy,C,sandy,2017-09-10,2017-12-25,115.86,5.43,6532.06
163,Paddy,A,clay,1999-03-23,1999-08-12,162.73,47.26,6194.41
61,Jowar,C,loam,2019-11-06,2020-04-01,130.66,2.33,3119.88
8,Cotton,A,clay,2010-04-10,2010-07-31,136.73,27.29,2304.05
93,Paddy,C,clay,2022-10-29,2023-02-18,160.57,32.09,6387.4
179,Jowar,C,clay,2017-06-06,2017-10-26,65.3,19.84,2712.13
63,Maize,A,loam,2015-05-25,2015-09-26,147.14,18.87,5458.43
64,Paddy,C,clay,2022-04-04,2022-08-06,171.55,4.71,6361.58
105,Maize,C,clay,2017-05-08,2017-10-02,187.78,19.88,4665.71
83,Paddy,C,sandy,2001-02-08,2001-06-04,121.93,49.18,6620.14
161,Jowar,A,sandy,2022-11-24,2023-03-06,189.91,47.85,3401.0
59,Jowar,B,sandy,2023-08-05,2023-12-03,132.69,39.29,3201.29
176,Paddy,A,loam,2010-12-17,2011-05-04,131.51,0.23,6164.92
15,Paddy,C,loam,1998-11-04,1999-02-10,175.25,33.99,5201.72
70,Paddy,A,sandy,2000-03-13,2000-07-06,70.81,29.37,7048.81
6,Cotton,B,clay,2014-06-16,2014-10-21,169.34,16.54,2330.69
158,Cotton,A,sandy,2020-05-08,2020-09-24,183.32,31.48,2900.39
23,Cotton,C,clay,1998-02-15,1998-06-02,62.21,45.24,2322.2
165,Maize,B,sandy,2005-08-25,2006-01-14,91.04,30.81,4708.39
55,Maize,C,sandy,2002-12-30,2003-05-24,155.29,40.55,4740.27
96,Cotton,A,clay,2022-03-31,2022-07-06,188.05,6.69,2586.71
159,Maize,B,loam,2020-02-09,2020-06-11,74.48,34.29,3737.5
139,Cotton,A,loam,1999-02-21,1999-07-07,60.26,25.24,2664.99
104,Cotton,A,sandy,2014-07-14,2014-11-18,91.16,13.98,2353.1
119,Maize,B,clay,2023-08-12,2023-11-14,158.48,7.17,4464.98
111,Paddy,B,loam,2003-11-01,2004-02-23,123.33,0.0,5863.95
165,Cotton,A,clay,2020-07-10,2020-10-10,114.77,47.84,2772.2
150,Paddy,C,sandy,2018-09-21,2019-01-09,76.92,5.5,5965.63
15,Maize,C,loam,1999-01-14,1999-06-13,58.77,34.46,5106.56
190,Maize,C,loam,2011-03-19,2011-07-19,135.42,26.78,5861.48
51,Jowar,C,sandy,2007-06-14,2007-10-05,91.82,21.92,2711.77
20,Maize,C,sandy,2004-11-18,2005-04-17,105.25,10.54,5287.12
185,Jowar,A,loam,2013-06-27,2013-09-27,147.33,16.38,4032.63
8,Paddy,A,sandy,2010-09-21,2011-02-06,50.52,31.96,6506.36
70,Cotton,A,loam,2016-09-01,2017-01-09,122.81,46.1,2754.09
128,Cotton,C,sandy,2008-02-14,2008-05-21,184.52,9.76,2407.9
125,Maize,B,sandy,2009-12-15,2010-03-15,69.82,26.91,4256.4
45,Jowar,A,clay,2002-07-07,2002-12-04,98.03,1.07,2329.98
86,Paddy,C,clay,2021-04-14,2021-09-05,165.79,17.36,6712.92
195,Maize,B,sandy,2017-09-24,2018-01-02,105.19,2.18,4451.66
158,Jowar,A,clay,2022-02-05,2022-05-18,159.34,28.01,3160.55
186,Maize,B,clay,2006-02-23,2006-06-22,161.87,41.7,6253.26
175,Maize,A,clay,2005-08-11,2005-12-22,109.78,40.19,5072.29
130,Cotton,B,loam,1999-03-07,1999-07-08,50.49,7.89,2354.42
178,Paddy,A,sandy,2002-02-13,2002-06-08,97.1,28.73,5732.27
178,Cotton,C,clay,2004-10-20,2005-02-20,136.08,47.02,2056.54
115,Maize,A,loam,2005-08-18,2005-11-18,68.87,31.4,4503.94
144,Cotton,B,sandy,2004-03-09,2004-07-04,55.64,49.75,2417.29
18,Jowar,A,sandy,2023-08-19,2023-11-30,150.06,14.95,3166.11
89,Jowar,B,loam,2014-04-14,2014-07-25,172.07,15.44,3310.65
165,Maize,C,clay,2010-07-30,2010-12-13,101.48,5.29,5183.41
88,Cotton,A,loam,2014-01-30,2014-05-25,190.33,45.03,3063.25
21,Cotton,B,sandy,2023-08-12,2023-12-19,54.23,20.18,2484.59
17,Maize,A,loam,2004-08-26,2005-01-07,152.62,39.08,4374.14
92,Maize,A,clay,2013-08-15,2014-01-08,62.03,2.39,3445.38
36,Maize,C,sandy,2005-12-02,2006-04-24,106.2,36.26,5374.64
11,Cotton,C,loam,2000-01-01,2000-04-16,144.35,36.62,3077.08
28,Paddy,A,sandy,2006-01-30,2006-05-20,126.09,9.67,6095.62
105,Cotton,B,clay,2014-12-05,2015-04-12,106.82,21.16,2364.6
110,Cotton,C,loam,2001-11-18,2002-03-11,155.79,29.57,2609.75
199,Maize,B,loam,1999-12-21,2000-04-02,105.11,4.36,5111.53
54,Cotton,B,loam,2002-07-05,2002-10-12,143.17,33.92,2474.11
60,Maize,C,sandy,2018-06-10,2018-11-03,67.83,17.99,4179.75
137,Cotton,C,sandy,2017-11-06,2018-02-27,192.03,15.93,2704.34
168,Cotton,C,loam,2018-05-08,2018-09-20,188.47,3.82,2632.71
140,Cotton,B,sandy,2005-10-18,2006-02-09,60.25,27.33,1919.35
20,Cotton,B,clay,2006-04-08,2006-07-19,96.66,18.1,2427.34
144,Maize,A,sandy,2010-04-19,2010-07-28,73.96,32.26,4588.98
180,Paddy,C,clay,2009-06-04,2009-09-13,51.72,3.85,6315.87
63,Paddy,A,loam,2014-09-05,2015-01-28,102.0,26.15,4877.67
71,Cotton,B,sandy,2002-10-17,2003-02-26,182.58,28.03,2565.1
7,Cotton,C,sandy,2010-01-30,2010-06-26,57.64,0.34,1824.32
38,Maize,C,clay,2016-05-07,2016-08-20,134.82,35.02,4164.54
150,Paddy,B,clay,2008-11-14,2009-03-11,86.27,28.48,5652.24
125,Paddy,B,clay,2008-04-01,2008-08-11,98.32,35.81,4699.38
101,Paddy,A,sandy,2017-08-09,2017-12-09,88.13,37.88,6640.86
67,Jowar,A,loam,2011-03-09,2011-06-11,127.55,35.31,3501.3
74,Maize,B,sandy,2009-12-17,2010-05-09,98.03,37.13,5475.82
36,Jowar,C,loam,2011-11-12,2012-03-10,102.12,22.4,2649.72
26,Paddy,C,loam,2008-12-22,2009-04-29,73.31,16.28,6359.16
22,Paddy,C,loam,2000-04-24,2000-08-12,152.32,43.03,6376.72
112,Jowar,A,sandy,2021-09-04,2021-12-17,146.87,46.93,3619.2
155,Maize,C,clay,1999-04-08,1999-08-11,99.25,1.78,5532.56
